"","longitude","latitude","housing_median_age","population","households","median_income","median_house_value","mean_bedrooms","mean_rooms","location"
"271",-122.18,37.78,33,575,47,3.875,225000,0.659574468085106,3.02127659574468,"NEAR BAY"
"272",-122.19,37.78,49,496,209,5.2328,174200,0.980861244019139,5.66028708133971,"NEAR BAY"
"273",-122.19,37.78,52,555,190,3.7262,166900,1.01578947368421,5.63157894736842,"NEAR BAY"
"274",-122.2,37.78,45,869,327,4.5893,163500,1.01529051987768,5.40061162079511,"NEAR BAY"
"275",-122.18,37.79,39,236,106,5.2578,253000,0.89622641509434,5.82075471698113,"NEAR BAY"
"276",-122.18,37.79,41,626,214,7.0875,240700,1.08878504672897,6.59345794392523,"NEAR BAY"
"277",-122.18,37.79,46,922,329,3.9712,208100,1.17629179331307,6.41033434650456,"NEAR BAY"
"278",-122.19,37.79,47,582,256,2.9514,198100,0.94921875,4.80078125,"NEAR BAY"
"279",-122.19,37.79,50,546,201,2.6667,172800,1.07960199004975,4.74626865671642,"NEAR BAY"
"280",-122.18,37.81,37,620,266,5.4446,336700,0.984962406015038,6.17669172932331,"NEAR BAY"
"281",-122.18,37.8,34,442,195,6.2838,318200,1,6.94871794871795,"NEAR BAY"
"282",-122.18,37.8,23,955,328,6.7527,285800,1.02439024390244,7.0640243902439,"NEAR BAY"
"283",-122.13,37.77,24,916,324,7.0712,293000,0.978395061728395,7.58950617283951,"NEAR BAY"
"284",-122.16,37.79,22,4985,1967,5.9849,371000,1.04117946110829,6.52872394509405,"NEAR BAY"
"285",-122.17,37.78,42,651,267,3.6875,157300,0.973782771535581,5.70786516853933,"NEAR BAY"
"286",-122.17,37.77,30,1704,703,2.875,135300,1.06116642958748,4.73115220483642,"NEAR BAY"
"287",-122.18,37.78,43,1085,407,3.4205,136700,1.08108108108108,4.87714987714988,"NEAR BAY"
"288",-122.18,37.78,50,713,284,3.2984,160700,1.13380281690141,5.78169014084507,"NEAR BAY"
"289",-122.17,37.78,49,468,181,3.875,140600,0.977900552486188,4.93370165745856,"NEAR BAY"
"290",-122.17,37.78,52,296,121,4.175,144000,1.05785123966942,5.39669421487603,"NEAR BAY"
"291",-122.16,37.77,47,570,218,4.375,161900,1.98165137614679,5.76146788990826,"NEAR BAY"
"292",-122.16,37.77,48,446,180,4.7708,156300,1.07777777777778,5.42777777777778,"NEAR BAY"
"293",-122.16,37.77,45,968,384,3.5739,176000,1.03385416666667,6.05208333333333,"NEAR BAY"
"294",-122.16,37.77,39,857,316,3.0958,145800,1.10443037974684,5.00949367088608,"NEAR BAY"
"295",-122.17,37.77,39,912,322,3.3958,141900,1.06211180124224,5.00621118012422,"NEAR BAY"
"296",-122.17,37.77,31,1360,452,1.871,90700,1.17920353982301,5.36283185840708,"NEAR BAY"
"297",-122.17,37.76,41,1074,355,1.9356,90600,1.03380281690141,4.49014084507042,"NEAR BAY"
"298",-122.17,37.76,47,965,382,2.1842,107900,1.08115183246073,5.54450261780105,"NEAR BAY"
"299",-122.18,37.76,37,933,320,2.2917,107000,1.11875,4.921875,"NEAR BAY"
"300",-122.17,37.76,38,987,354,2.4333,98200,1.12146892655367,4.98305084745763,"NEAR BAY"
"301",-122.18,37.76,50,907,246,1.9479,89500,1.0609756097561,4.82520325203252,"NEAR BAY"
"302",-122.18,37.76,52,447,165,3.9063,93800,1.06060606060606,4.56969696969697,"NEAR BAY"
"303",-122.18,37.76,49,1299,451,1.8407,96700,1.00221729490022,5.11751662971175,"NEAR BAY"
"304",-122.18,37.77,27,396,157,2.0786,97500,1.5031847133758,5.78980891719745,"NEAR BAY"
"305",-122.18,37.77,42,877,268,2.8125,97300,0.958955223880597,4.40298507462687,"NEAR BAY"
"306",-122.18,37.76,43,1111,367,1.8913,91200,1.11171662125341,5.49863760217984,"NEAR BAY"
"307",-122.19,37.76,49,790,269,1.7056,91400,1.04832713754647,5.08550185873606,"NEAR BAY"
"308",-122.18,37.77,52,1479,554,2.2768,96200,0.987364620938628,4.95306859205776,"NEAR BAY"
"309",-122.18,37.77,51,1173,438,3.2552,120100,1.07534246575342,4.81050228310502,"NEAR BAY"
"310",-122.18,37.77,52,1029,366,2.0556,1e+05,0.989071038251366,4.77595628415301,"NEAR BAY"
"311",-122.19,37.76,52,1030,350,2.4659,94700,1.11714285714286,5.78285714285714,"NEAR BAY"
"312",-122.2,37.76,47,826,279,1.75,85700,0.92831541218638,4,"NEAR BAY"
"313",-122.19,37.77,41,1412,454,2.0469,89300,1.12334801762115,4.48458149779736,"NEAR BAY"
"314",-122.19,37.77,45,1132,349,2.7159,101400,1.12607449856734,5.30659025787966,"NEAR BAY"
"315",-122.19,37.76,41,522,159,1.2083,72500,1.30188679245283,5.79245283018868,"NEAR BAY"
"316",-122.19,37.76,45,630,237,1.925,74100,1.0042194092827,4.19831223628692,"NEAR BAY"
"317",-122.2,37.75,36,531,133,1.5809,70000,0.992481203007519,4.55639097744361,"NEAR BAY"
"318",-122.2,37.76,37,1925,667,1.4097,84600,1.10344827586207,4.01799100449775,"NEAR BAY"
"319",-122.19,37.76,38,1144,351,0.7683,81800,1.05413105413105,4.25356125356125,"NEAR BAY"
"320",-122.19,37.75,19,1481,520,1.3194,81400,1.08653846153846,4.24423076923077,"NEAR BAY"
"321",-122.19,37.75,28,435,162,0.8012,81800,1.16666666666667,5.28395061728395,"NEAR BAY"
"322",-122.19,37.76,26,984,303,1.9479,85800,0.98019801980198,4.26732673267327,"NEAR BAY"
"323",-122.19,37.74,36,567,159,1.1765,87100,1.33333333333333,5.32704402515723,"NEAR BAY"
"324",-122.18,37.74,42,380,123,2.3456,83500,1.2520325203252,4.39837398373984,"NEAR BAY"
"325",-122.19,37.73,44,825,244,2.1538,79700,1.03688524590164,4.36885245901639,"NEAR BAY"
"326",-122.19,37.74,43,417,155,2.5139,83400,0.948387096774194,4.56129032258065,"NEAR BAY"
"327",-122.19,37.73,45,801,287,1.2625,84700,1.01393728222997,5.32404181184669,"NEAR BAY"
"328",-122.18,37.73,42,646,198,2.9063,80000,1.08585858585859,4.59090909090909,"NEAR BAY"
"329",-122.18,37.73,43,855,285,2.5192,76400,1.0280701754386,4.88070175438596,"NEAR BAY"
"330",-122.18,37.73,44,435,136,2.1111,79700,0.875,4.02941176470588,"NEAR BAY"
"331",-122.18,37.73,42,2736,780,2.455,82400,1.12051282051282,5.22307692307692,"NEAR BAY"
"332",-122.17,37.74,41,1481,414,2.4028,97700,1.07487922705314,3.89613526570048,"NEAR BAY"
"333",-122.17,37.74,47,327,137,2.15,97200,0.978102189781022,3.37956204379562,"NEAR BAY"
"334",-122.17,37.74,43,494,179,2.4776,101600,1.07821229050279,4.56983240223464,"NEAR BAY"
"335",-122.17,37.73,43,1231,341,2.1587,86500,1.08797653958944,4.31964809384164,"NEAR BAY"
"336",-122.18,37.74,35,323,109,1.8438,90500,1.15596330275229,4.62385321100917,"NEAR BAY"
"337",-122.17,37.74,46,749,225,3.0298,107600,1.00444444444444,4.56,"NEAR BAY"
"338",-122.17,37.74,46,693,178,2.25,84200,1.02808988764045,4.32022471910112,"NEAR BAY"
"339",-122.18,37.74,46,1339,354,2.2467,88900,1.1045197740113,5.94067796610169,"NEAR BAY"
"340",-122.18,37.75,45,282,80,4.0469,80700,0.95,4.125,"NEAR BAY"
"341",-122.18,37.75,46,621,195,1.325,87100,1.11794871794872,4.82564102564103,"NEAR BAY"
"342",-122.17,37.75,38,732,259,1.6196,85100,1.66795366795367,3.83011583011583,"NEAR BAY"
"343",-122.18,37.75,45,901,260,2.1731,82000,1.00384615384615,3.80769230769231,"NEAR BAY"
"344",-122.19,37.75,36,482,150,1.9167,82800,1.75333333333333,7.50666666666667,"NEAR BAY"
"345",-122.18,37.75,43,652,213,2.069,84600,1.09389671361502,4.86384976525822,"NEAR BAY"
"346",-122.18,37.75,36,651,166,1.712,82100,1.28915662650602,6.30722891566265,"NEAR BAY"
"347",-122.17,37.76,33,999,286,2.5625,89300,1.07342657342657,4.47552447552448,"NEAR BAY"
"348",-122.17,37.75,43,907,306,1.9821,98300,1.04575163398693,5.18627450980392,"NEAR BAY"
"349",-122.17,37.75,41,828,230,2.5043,92300,1.17826086956522,5.46521739130435,"NEAR BAY"
"350",-122.17,37.75,44,763,254,2.3281,88800,0.976377952755906,4.79527559055118,"NEAR BAY"
"351",-122.17,37.75,48,935,349,1.4375,90000,1.11747851002865,5.01719197707736,"NEAR BAY"
"352",-122.16,37.76,45,1437,484,2.5122,95500,1.06198347107438,4.75,"NEAR BAY"
"353",-122.16,37.75,38,1516,482,1.5625,91700,1.29460580912863,5.09751037344398,"NEAR BAY"
"354",-122.17,37.75,47,597,185,3.1587,100400,1.14054054054054,5.39459459459459,"NEAR BAY"
"355",-122.17,37.76,40,949,342,1.8426,94800,1.00292397660819,4.92690058479532,"NEAR BAY"
"356",-122.16,37.76,46,881,302,4.6696,164300,1.01655629139073,6.04966887417219,"NEAR BAY"
"357",-122.16,37.76,36,1438,519,2.4598,155500,1.10597302504817,5.35838150289017,"NEAR BAY"
"358",-122.15,37.76,39,763,270,6.0749,196900,1.05925925925926,6.75185185185185,"NEAR BAY"
"359",-122.14,37.77,27,1297,355,4.8304,279100,1.02816901408451,6.27887323943662,"NEAR BAY"
"360",-122.14,37.76,34,545,211,5.5701,252800,1.09478672985782,7.17061611374408,"NEAR BAY"
"361",-122.13,37.76,26,1222,533,5.37,275400,0.921200750469043,6.12757973733583,"NEAR BAY"
"362",-122.12,37.75,33,808,219,6.86,250000,1.19178082191781,8.26027397260274,"NEAR BAY"
"363",-122.12,37.75,28,329,109,7.6923,329800,1.01834862385321,7.28440366972477,"NEAR BAY"
"364",-122.14,37.75,36,299,109,4.0313,195500,0.963302752293578,6.3302752293578,"NEAR BAY"
"365",-122.14,37.75,33,579,202,6.8323,255900,0.99009900990099,6.6039603960396,"NEAR BAY"
"366",-122.13,37.75,30,137,50,4.975,311100,1.08,8.28,"NEAR BAY"
"367",-122.13,37.75,36,229,93,5.3602,330000,1,8.25806451612903,"NEAR BAY"
"368",-122.13,37.74,41,1476,648,5,248900,1.02777777777778,6.79012345679012,"NEAR BAY"
"369",-122.16,37.75,46,429,154,2.925,142900,1.04545454545455,6.19480519480519,"NEAR BAY"
"370",-122.15,37.75,40,849,255,3.8913,126300,1.00392156862745,5.66666666666667,"NEAR BAY"
"371",-122.15,37.75,44,946,331,3.225,135800,1.20543806646526,5.85498489425982,"NEAR BAY"
"372",-122.15,37.74,41,571,191,3.1458,130600,0.931937172774869,4.48167539267016,"NEAR BAY"
"373",-122.16,37.75,24,1137,386,2.537,107900,1.17616580310881,4.63730569948186,"NEAR BAY"
"374",-122.16,37.75,44,378,135,2.5568,111100,0.97037037037037,4.57037037037037,"NEAR BAY"
"375",-122.15,37.74,43,853,272,3.5083,122000,1.01102941176471,5.08455882352941,"NEAR BAY"
"376",-122.15,37.74,49,764,282,3.3125,118000,0.982269503546099,4.69858156028369,"NEAR BAY"
"377",-122.16,37.75,40,928,261,1.8235,95200,1.1264367816092,4.70114942528736,"NEAR BAY"
"378",-122.16,37.75,35,406,133,3.8047,94300,1.05263157894737,5.01503759398496,"NEAR BAY"
"379",-122.17,37.74,34,824,280,2.2917,92500,1.00357142857143,4.36785714285714,"NEAR BAY"
"380",-122.17,37.75,37,835,259,2.4962,91800,1.10810810810811,5.32432432432432,"NEAR BAY"
"381",-122.16,37.74,43,826,295,4.0417,109400,1.01694915254237,5.2,"NEAR BAY"
"382",-122.16,37.74,46,567,211,3.4844,129500,0.85781990521327,4.87677725118483,"NEAR BAY"
"383",-122.16,37.74,52,355,144,4.1458,143400,1.02083333333333,5.35416666666667,"NEAR BAY"
"384",-122.16,37.74,47,533,166,2.625,98200,1.3433734939759,4.96385542168675,"NEAR BAY"
"385",-122.16,37.74,44,609,215,2.0227,103100,1.11162790697674,5.10232558139535,"NEAR BAY"
"386",-122.29,37.9,49,576,236,3.3333,276800,1.00847457627119,5.4364406779661,"NEAR BAY"
"387",-122.29,37.9,52,594,286,5.338,270900,0.91958041958042,5.60839160839161,"NEAR BAY"
"388",-122.29,37.89,52,870,377,3.4732,246200,1.11936339522546,5.96286472148541,"NEAR BAY"
"389",-122.3,37.9,38,1027,509,3.5125,224200,1.02554027504912,4.44597249508841,"NEAR BAY"
"390",-122.29,37.89,52,693,326,3.1375,229100,1.07055214723926,4.81901840490798,"NEAR BAY"
"391",-122.3,37.89,46,815,375,2.8036,211600,1.072,4.05333333333333,"NEAR BAY"
"392",-122.3,37.9,15,2420,1146,4.5824,256100,1.05759162303665,4.43542757417103,"NEAR BAY"
"393",-122.3,37.89,36,518,276,3.0208,206300,1.06159420289855,3.90217391304348,"NEAR BAY"
"394",-122.3,37.89,52,620,275,4.0875,221300,1.02909090909091,4.53818181818182,"NEAR BAY"
"395",-122.33,37.89,42,551,266,4.5268,207400,1.09398496240601,5.04511278195489,"NEAR BAY"
"396",-122.34,37.88,37,2556,924,1.7375,350000,1.00649350649351,3.31277056277056,"NEAR BAY"
"397",-122.29,37.89,52,1498,696,3.1795,218200,1.00287356321839,4.55603448275862,"NEAR BAY"
"398",-122.29,37.88,50,523,227,3.8672,216700,1.14977973568282,5.33480176211454,"NEAR BAY"
"399",-122.29,37.89,52,374,153,5.1675,270600,1.1437908496732,6.39869281045752,"NEAR BAY"
"400",-122.29,37.89,52,1004,371,5.1696,261400,1.02425876010782,6.11590296495957,"NEAR BAY"
"401",-122.28,37.88,52,769,334,4.2614,261300,0.994011976047904,5.52095808383234,"NEAR BAY"
"402",-122.29,37.89,52,940,423,5.0551,232200,0.995271867612293,5.14893617021277,"NEAR BAY"
"403",-122.27,37.9,42,645,256,5.6228,375400,1.0703125,6.4453125,"NEAR BAY"
"404",-122.26,37.9,52,705,288,7.8864,357300,0.96875,6.69097222222222,"NEAR BAY"
"405",-122.27,37.9,52,684,275,7.9556,374400,0.992727272727273,7.56,"NEAR BAY"
"406",-122.27,37.9,52,572,236,6.174,358800,1.01694915254237,7.63983050847458,"NEAR BAY"
"407",-122.27,37.9,52,671,253,6.9414,417500,1.06719367588933,8.06719367588933,"NEAR BAY"
"408",-122.27,37.89,52,975,365,8.8342,430500,1.02191780821918,8.34520547945205,"NEAR BAY"
"409",-122.28,37.9,52,779,312,7.1754,362900,1.05128205128205,7.42948717948718,"NEAR BAY"
"411",-122.28,37.9,52,819,335,4.9083,346800,0.97910447761194,6.74925373134328,"NEAR BAY"
"412",-122.28,37.89,52,412,168,5.7912,327100,1.00595238095238,7.29166666666667,"NEAR BAY"
"413",-122.28,37.89,52,835,369,4.5893,290100,1.10569105691057,6.27371273712737,"NEAR BAY"
"414",-122.28,37.89,52,722,306,5.4171,292000,1.07516339869281,6.76470588235294,"NEAR BAY"
"415",-122.28,37.89,52,1085,487,4.125,270900,0.971252566735113,5.37166324435318,"NEAR BAY"
"416",-122.27,37.89,52,973,355,7.266,371100,1.03098591549296,7.43661971830986,"NEAR BAY"
"417",-122.27,37.89,52,723,272,5.3989,335600,1.07720588235294,7.27205882352941,"NEAR BAY"
"418",-122.26,37.9,37,903,362,7.8336,371300,0.925414364640884,6.13259668508287,"NEAR BAY"
"419",-122.25,37.89,41,356,181,6.1593,344000,1.07734806629834,6.21546961325967,"NEAR BAY"
"420",-122.26,37.89,52,1005,462,6.381,342200,1.06926406926407,6.66233766233766,"NEAR BAY"
"421",-122.26,37.89,52,1205,504,6.6828,370900,1.05357142857143,7.3531746031746,"NEAR BAY"
"422",-122.25,37.89,37,987,450,7.5385,350000,1.01555555555556,6.66666666666667,"NEAR BAY"
"423",-122.25,37.89,42,1031,448,6.7138,368600,1.02678571428571,6.390625,"NEAR BAY"
"424",-122.26,37.88,52,894,404,6.2425,391800,1.03217821782178,6.31435643564356,"NEAR BAY"
"425",-122.26,37.88,52,823,377,5.7979,415300,1.08753315649867,5.98143236074271,"NEAR BAY"
"426",-122.27,37.88,52,1232,621,4.2813,284900,1.04347826086957,5.41062801932367,"NEAR BAY"
"427",-122.27,37.88,52,669,367,3.5417,287500,1.06539509536785,4.61307901907357,"NEAR BAY"
"428",-122.27,37.88,44,989,550,3.0132,272900,1.07636363636364,4.09454545454545,"NEAR BAY"
"429",-122.28,37.88,52,1058,464,4.1429,259600,1.05818965517241,5.37715517241379,"NEAR BAY"
"430",-122.28,37.88,52,506,207,4.1912,254500,0.966183574879227,5.76328502415459,"NEAR BAY"
"431",-122.28,37.88,52,489,218,3.9167,235600,0.986238532110092,5.37614678899083,"NEAR BAY"
"432",-122.29,37.88,52,824,388,3.8897,218400,1.09278350515464,5.56443298969072,"NEAR BAY"
"433",-122.29,37.88,48,1034,475,3.1065,229200,1.03157894736842,4.97894736842105,"NEAR BAY"
"434",-122.29,37.88,46,920,425,2.9926,192100,1.04,4.45882352941176,"NEAR BAY"
"435",-122.29,37.88,52,841,380,3.556,179300,1.03947368421053,4.34210526315789,"NEAR BAY"
"436",-122.3,37.88,45,749,137,1.475,187500,1.06569343065693,3.30656934306569,"NEAR BAY"
"437",-122.3,37.88,52,208,98,1.6971,138800,0.989795918367347,4.1734693877551,"NEAR BAY"
"438",-122.3,37.87,10,228,100,2.1705,150000,1.18,5.03,"NEAR BAY"
"439",-122.3,37.86,50,287,128,2.75,140600,0.9921875,3.8984375,"NEAR BAY"
"440",-122.29,37.85,52,218,106,2.5682,120000,1.12264150943396,4.5,"NEAR BAY"
"441",-122.3,37.88,46,854,355,2.9,144800,1.05915492957746,4.63943661971831,"NEAR BAY"
"442",-122.3,37.87,52,1695,684,2.2208,144800,1.09502923976608,4.56578947368421,"NEAR BAY"
"443",-122.28,37.88,52,403,172,3.2344,245500,1.09302325581395,5.56395348837209,"NEAR BAY"
"444",-122.28,37.87,52,288,131,3.5156,2e+05,1.00763358778626,4.49618320610687,"NEAR BAY"
"445",-122.28,37.87,49,963,521,1.9805,173700,1.05182341650672,3.88867562380038,"NEAR BAY"
"446",-122.29,37.87,50,1129,516,2.6684,185600,1.03875968992248,3.54457364341085,"NEAR BAY"
"447",-122.29,37.87,52,386,204,3.875,182600,0.970588235294118,4.38725490196078,"NEAR BAY"
"448",-122.28,37.88,52,811,406,3.006,227900,1.02463054187192,4.70197044334975,"NEAR BAY"
"449",-122.28,37.87,46,1293,675,2.543,220700,1.03111111111111,4.47703703703704,"NEAR BAY"
"450",-122.28,37.87,46,805,431,2.8676,212000,1.03480278422274,4.12296983758701,"NEAR BAY"
"451",-122.27,37.88,52,1372,876,2.1907,271400,1.06164383561644,3.19977168949772,"NEAR BAY"
"452",-122.27,37.87,30,862,425,1.7778,268800,1.03294117647059,3.44705882352941,"NEAR BAY"
"453",-122.27,37.88,37,1152,616,2.52,277800,1.10714285714286,4.25162337662338,"NEAR BAY"
"454",-122.26,37.88,52,483,249,4.2788,332500,1.02409638554217,4.6144578313253,"NEAR BAY"
"455",-122.26,37.88,52,1558,573,2.944,338900,1.05410122164049,4.1239092495637,"NEAR BAY"
"456",-122.26,37.88,52,1798,769,1.725,287500,1.08842652795839,3.38621586475943,"NEAR BAY"
"457",-122.25,37.87,41,266,123,5.2289,384600,1.14634146341463,5.56910569105691,"NEAR BAY"
"458",-122.25,37.87,42,2184,422,2.5562,371400,1.10189573459716,4.16113744075829,"NEAR BAY"
"459",-122.25,37.87,52,2016,477,0.949,350000,0.964360587002096,2.52410901467505,"NEAR BAY"
"461",-122.26,37.87,52,3337,350,1.4012,175000,1.06,3.10571428571429,"NEAR BAY"
"462",-122.26,37.87,52,1721,949,1.1859,241700,1.05163329820864,2.92202318229715,"NEAR BAY"
"463",-122.27,37.87,35,1675,1000,1.7464,216700,1.108,3.218,"NEAR BAY"
"464",-122.27,37.87,49,707,350,2.8846,211300,1.05142857142857,3.85714285714286,"NEAR BAY"
"465",-122.27,37.87,52,1424,694,2.7372,210200,1.00576368876081,4.44380403458213,"NEAR BAY"
"466",-122.28,37.86,52,393,189,3.8594,196400,1.03174603174603,4.96296296296296,"NEAR BAY"
"467",-122.28,37.87,52,828,339,3.5625,191700,1.04129793510324,5.34808259587021,"NEAR BAY"
"468",-122.28,37.87,52,571,292,2.2788,182300,1.02739726027397,4.22260273972603,"NEAR BAY"
"469",-122.29,37.87,44,1382,713,2.537,175000,1.05890603085554,3.56100981767181,"NEAR BAY"
"470",-122.29,37.87,46,792,321,2.525,165900,1.00934579439252,3.94704049844237,"NEAR BAY"
"471",-122.29,37.86,52,815,372,1.9946,156900,1.08602150537634,4.4758064516129,"NEAR BAY"
"472",-122.28,37.86,52,788,346,2.8214,164300,1.0606936416185,4.79479768786127,"NEAR BAY"
"473",-122.29,37.87,52,1145,430,2.6165,150000,1.06976744186047,5.17441860465116,"NEAR BAY"
"474",-122.29,37.86,50,1354,563,1.9483,150500,1.07815275310835,4.41385435168739,"NEAR BAY"
"475",-122.28,37.86,52,958,445,1.9327,169900,1.01123595505618,4.56404494382022,"NEAR BAY"
"476",-122.28,37.86,49,1361,608,1.9798,147400,1.09868421052632,4.82236842105263,"NEAR BAY"
"477",-122.28,37.85,52,1005,449,2.4167,152700,1.05122494432071,5.0022271714922,"NEAR BAY"
"478",-122.27,37.86,49,924,414,2.5417,182700,1.05072463768116,4.95652173913043,"NEAR BAY"
"479",-122.28,37.86,52,780,358,3.3906,179300,1.16480446927374,5.58379888268156,"NEAR BAY"
"480",-122.28,37.86,52,1582,636,2.5652,157700,1.08647798742138,4.72798742138365,"NEAR BAY"
"481",-122.28,37.86,41,1213,568,2.2845,153100,0.96830985915493,3.89788732394366,"NEAR BAY"
"482",-122.27,37.86,52,486,267,2.6071,250000,1.14232209737828,4.0749063670412,"NEAR BAY"
"483",-122.27,37.86,52,494,175,3.15,206300,1.06285714285714,4.76571428571429,"NEAR BAY"
"484",-122.27,37.86,52,849,365,2.6914,218800,1.01917808219178,4.84657534246575,"NEAR BAY"
"485",-122.27,37.86,52,1127,548,1.8447,198200,1.06386861313869,4.20985401459854,"NEAR BAY"
"486",-122.26,37.86,35,3276,1742,1.6307,253600,1.00114810562572,2.96268656716418,"NEAR BAY"
"487",-122.26,37.86,52,1493,794,2.9044,257400,1.04785894206549,4.40428211586902,"NEAR BAY"
"488",-122.26,37.86,52,1461,679,2.9405,289500,1.09572901325479,5.55817378497791,"NEAR BAY"
"489",-122.26,37.86,52,1253,538,3.3893,241700,1.12267657992565,5.36802973977695,"NEAR BAY"
"490",-122.25,37.86,48,1656,459,3.0417,489600,1.12636165577342,4.69063180827887,"NEAR BAY"
"491",-122.25,37.86,52,514,202,7.0897,446200,0.945544554455445,6.87623762376238,"NEAR BAY"
"492",-122.25,37.86,52,719,295,5.0463,456300,1.07796610169492,5.79322033898305,"NEAR BAY"
"493",-122.25,37.86,52,878,449,1.7652,336800,0.988864142538975,3.53452115812918,"NEAR BAY"
"496",-122.25,37.86,52,1316,590,5.3794,376900,1.12372881355932,6.86101694915254,"NEAR BAY"
"497",-122.26,37.85,52,1508,755,3.2619,309600,1.01721854304636,4.79205298013245,"NEAR BAY"
"498",-122.27,37.85,52,1800,815,2.7054,182300,1.12883435582822,5.00122699386503,"NEAR BAY"
"499",-122.27,37.85,47,719,326,2.2431,172700,1.22699386503067,6.37116564417178,"NEAR BAY"
"500",-122.27,37.85,50,675,255,1.9028,150800,1.17647058823529,5.0156862745098,"NEAR BAY"
"501",-122.27,37.85,52,875,363,1.5817,153600,1.17355371900826,5.43801652892562,"NEAR BAY"
"502",-122.27,37.85,52,152,77,2.2841,106300,1.07792207792208,4.35064935064935,"NEAR BAY"
"503",-122.27,37.85,47,843,319,1.3785,142300,0.962382445141066,4.31034482758621,"NEAR BAY"
"504",-122.28,37.85,52,281,132,2.9018,119400,1.09848484848485,4.62121212121212,"NEAR BAY"
"505",-122.28,37.85,44,506,204,1.73,147900,0.970588235294118,5.02450980392157,"NEAR BAY"
"506",-122.28,37.85,48,1054,466,2.2625,132900,1.03862660944206,4.42703862660944,"NEAR BAY"
"507",-122.29,37.84,35,1017,414,2.2106,132500,1.01207729468599,4.52173913043478,"NEAR BAY"
"508",-122.28,37.83,52,1623,765,2.6997,126900,1.06274509803922,4.06274509803922,"NEAR BAY"
"514",-122.23,37.82,52,1005,369,8.1872,466100,1.03252032520325,8.26829268292683,"NEAR BAY"
"516",-122.24,37.83,52,585,227,5.8948,457800,1.08370044052863,7.74008810572687,"NEAR BAY"
"517",-122.24,37.83,52,916,316,8.1194,471600,0.987341772151899,7.75,"NEAR BAY"
"519",-122.24,37.82,52,1470,520,6.155,398600,0.994230769230769,7.04807692307692,"NEAR BAY"
"520",-122.25,37.82,52,1104,398,5.883,340700,1.01256281407035,6.21608040201005,"NEAR BAY"
"521",-122.23,37.76,52,1242,518,5.2128,289900,0.996138996138996,5.86293436293436,"NEAR BAY"
"522",-122.23,37.76,52,805,321,4.7188,335300,1.00623052959502,7.06853582554517,"NEAR BAY"
"523",-122.23,37.76,52,378,162,5.2915,333000,1.09259259259259,8.12345679012346,"NEAR BAY"
